,optim,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,weightdecay,ntest,startseed,nruns,seed,epoch,train loss,test loss
4,gd,4.0,1024,1,4096,0.002,0.9,False,10000,0,100,22,5,27,4700,2848.65185546875,291.47271728515625
0,gd,4.0,1024,2,4096,0.01,0.0,False,10000,0,100,27,5,28,2500,0.2124432921409607,0.09626225382089616
1,gd,4.0,1024,2,4096,0.01,0.0,False,10000,0,100,27,5,29,2400,0.2421583831310272,0.09393084794282912
2,gd,4.0,1024,2,4096,0.01,0.0,False,10000,0,100,27,5,30,4300,0.1304161697626114,0.09562716633081436
3,gd,4.0,1024,2,4096,0.01,0.0,False,10000,0,100,27,5,31,5200,0.08742555230855943,0.09548727422952652
4,gd,4.0,1024,2,4096,0.01,0.0,False,10000,0,100,27,5,32,3900,0.1762266308069229,0.09941565990447998
0,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,23,1900,2.397974729537964,0.09183993190526962
1,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,24,2800,1.4489210844039917,0.10298507660627364
2,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,25,2100,2.4275891780853267,0.0993436649441719
3,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,26,2200,2.13982892036438,0.0961519256234169
4,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,27,2200,2.4730074405670166,0.09423818439245224
5,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,28,2200,2.199031114578247,0.09238408505916597
6,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,29,1800,3.251288652420044,0.0920860767364502
7,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,30,2400,2.1828293800354004,0.0930396020412445
8,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,31,2700,1.401993989944458,0.0956251174211502
9,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,22,10,32,2000,2.458099126815796,0.09400532394647597
0,gd,2.4,1024,2,2457,0.001,0.0,False,10000,0,100,37,5,38,100000,62.33559799194336,515.0628662109375
0,sgd,2.0,1024,1,32,0.002,0.9,False,10000,0,100,27,5,28,100000,7.26994363963604,337.45414352416987
1,sgd,2.0,1024,1,32,0.002,0.9,False,10000,0,100,27,5,29,100000,7.31581986695528,218.4233083724976
0,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,37,5,38,2000,1936.774658203125,445.6803894042969
1,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,37,5,39,5700,2007.2286376953125,414.1264343261719
2,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,37,5,40,1800,2001.2275390625,439.03692626953125
3,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,37,5,41,3100,1964.007080078125,448.8946228027344
4,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,37,5,42,3300,1791.1331787109375,471.3423461914063
0,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,32,5,33,100000,6.359220504760742,636.4987182617188
1,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,32,5,34,100000,8.493728637695312,662.8985595703125
2,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,32,5,35,100000,9.235210418701172,516.2125244140625
3,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,32,5,36,100000,9.136831283569336,352.80828857421875
4,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,32,5,37,100000,7.548155784606934,698.8093872070312
0,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,27,5,28,4500,2057.88330078125,592.0166625976562
1,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,27,5,29,2400,1738.8267822265625,396.2825012207031
2,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,27,5,30,3300,2046.1639404296875,470.09942626953125
3,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,27,5,31,4200,2063.52099609375,428.23126220703125
4,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,27,5,32,2600,2132.75390625,478.0428771972656
0,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,32,5,33,3500,2111.71728515625,433.6050109863281
1,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,32,5,34,2100,2110.488525390625,354.37530517578125
2,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,32,5,35,3200,2126.402587890625,408.08587646484375
3,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,32,5,36,2400,1882.3427734375,516.6748657226561
4,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,32,5,37,5000,2147.5556640625,747.499755859375
0,sgd,2.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,38,3900,6.240678738802671,144.6631287932396
1,sgd,2.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,39,3900,6.150633193552494,227.7971832752228
2,sgd,2.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,40,3900,5.8586225137114525,102.6814079284668
3,sgd,2.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,41,3900,5.708525706082583,244.51162818074226
4,sgd,2.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,42,3900,6.324921332299709,228.96296924352646
0,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,32,5,33,2200,778.7313232421875,624.5282592773438
1,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,32,5,34,7300,798.918212890625,208.7740173339844
2,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,32,5,35,6200,777.0612182617188,421.7869873046875
3,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,32,5,36,4400,799.2789916992188,629.3434448242188
4,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,32,5,37,2500,797.89599609375,528.3660278320311
0,gd,3.5,1024,10,3584,0.01,0.0,False,10000,0,100,22,5,23,59500,0.1906130015850067,2.596154928207397
1,gd,3.5,1024,10,3584,0.01,0.0,False,10000,0,100,22,5,24,53500,0.27076509594917303,3.8154475688934326
2,gd,3.5,1024,10,3584,0.01,0.0,False,10000,0,100,22,5,25,54500,0.21346724033355716,2.9847719669342037
3,gd,3.5,1024,10,3584,0.01,0.0,False,10000,0,100,22,5,26,50700,0.2385322600603104,3.2368276119232178
4,gd,3.5,1024,10,3584,0.01,0.0,False,10000,0,100,22,5,27,55600,0.20999884605407715,3.221399545669556
0,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,27,5,28,39900,0.029056958854198456,0.09844016283750534
1,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,27,5,29,7100,0.05295083299279213,0.09823580831289293
2,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,27,5,30,9200,0.0673055574297905,0.09767577052116394
3,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,27,5,31,25700,0.0310674998909235,0.09886658936738968
4,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,27,5,32,15000,0.055299118161201484,0.09830110520124437
0,gd,3.0,1024,5,3072,0.002,0.9,False,2000,0,100,22,5,23,20000,0.17490226030349731,4.566193103790283
1,gd,3.0,1024,5,3072,0.002,0.9,False,2000,0,100,22,5,24,20000,0.1770997941493988,8.046613693237305
2,gd,3.0,1024,5,3072,0.002,0.9,False,2000,0,100,22,5,25,20000,0.1946643590927124,5.693053722381593
3,gd,3.0,1024,5,3072,0.002,0.9,False,2000,0,100,22,5,26,20000,0.20900121331214905,7.308459758758545
4,gd,3.0,1024,5,3072,0.002,0.9,False,2000,0,100,22,5,27,20000,0.2132992446422577,7.258737087249756
0,gd,3.0,1024,5,3072,0.001,0.0,False,8000,0,100,22,5,23,80000,2.3444981575012207,25.57733154296875
1,gd,3.0,1024,5,3072,0.001,0.0,False,8000,0,100,22,5,24,80000,2.1634874343872066,32.391769409179695
2,gd,3.0,1024,5,3072,0.001,0.0,False,8000,0,100,22,5,25,80000,3.0501008033752437,34.13085556030273
3,gd,3.0,1024,5,3072,0.001,0.0,False,8000,0,100,22,5,26,80000,3.3319828510284424,39.35872650146485
4,gd,3.0,1024,5,3072,0.001,0.0,False,8000,0,100,22,5,27,80000,3.7651457786560063,42.42586898803711
0,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,32,5,33,100000,0.059109564870595925,19.161422729492188
1,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,32,5,34,100000,0.05773954838514327,17.344568252563473
2,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,32,5,35,100000,0.05453306064009666,16.108476638793945
3,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,32,5,36,100000,0.055108953267335885,19.85308837890625
4,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,32,5,37,100000,0.047258611768484116,11.517187118530273
0,gd,2.5,1024,10,2560,0.01,0.9,False,10000,0,100,22,5,23,100000,0.0015161174815148115,42.87731170654297
1,gd,2.5,1024,10,2560,0.01,0.9,False,10000,0,100,22,5,24,100000,0.0014215492410585284,59.43145751953125
2,gd,2.5,1024,10,2560,0.01,0.9,False,10000,0,100,22,5,25,100000,0.0014666205970570445,39.76560974121094
3,gd,2.5,1024,10,2560,0.01,0.9,False,10000,0,100,22,5,26,100000,0.0014853535685688255,46.14280319213867
4,gd,2.5,1024,10,2560,0.01,0.9,False,10000,0,100,22,5,27,100000,0.0016284731682389975,49.72956848144531
0,sgd,3.0,1024,1,32,0.002,0.9,False,10000,0,100,27,5,28,100000,15.449748833974205,81.86992526054381
0,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,33,25200,297.7555847167969,550.1812744140625
1,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,34,23100,312.4247741699219,495.833984375
2,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,35,25100,303.2479248046875,628.6351318359375
3,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,36,48300,6.393128871917725,12.929140090942385
4,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,37,25700,294.60076904296875,503.95062255859375
5,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,38,80000,168.29420471191406,295.1291198730469
6,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,39,43600,5.444782733917236,18.032676696777344
7,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,40,46100,5.768565654754639,18.010913848876953
8,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,41,34000,253.9809417724609,512.9140014648439
9,gd,3.0,1024,2,3072,0.001,0.0,False,8000,0,100,32,10,42,37000,238.84640502929688,383.08099365234375
0,sgd,4.0,1024,1,32,0.01,0.0,False,10000,0,100,22,5,23,100000,23.089219532907013,106.20342826843262
0,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,27,5,28,3900,11.141383600234985,158.16076946258542
1,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,27,5,29,3900,11.680273377895356,150.724928855896
0,gd,2.4,1024,10,2457,0.001,0.0,False,10000,0,100,37,5,38,81700,3.429267406463623,318.3970642089844
1,gd,2.4,1024,10,2457,0.001,0.0,False,10000,0,100,37,5,39,98500,3.776729106903076,298.2821350097656
0,gd,3.0,1024,2,3072,0.01,0.9,False,10000,0,100,22,5,23,2000,0.02188761904835701,0.09605361521244048
1,gd,3.0,1024,2,3072,0.01,0.9,False,10000,0,100,22,5,24,2600,0.02399016171693802,0.09067943692207336
2,gd,3.0,1024,2,3072,0.01,0.9,False,10000,0,100,22,5,25,3600,0.02658720500767231,0.0947163701057434
3,gd,3.0,1024,2,3072,0.01,0.9,False,10000,0,100,22,5,26,100000,233.13951110839844,368.6585693359375
4,gd,3.0,1024,2,3072,0.01,0.9,False,10000,0,100,22,5,27,3600,0.01530094817280769,0.09559601545333862
0,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,37,5,38,100000,0.0026009636931121354,206.11126708984372
1,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,37,5,39,100000,0.002941289218142629,217.29946899414062
2,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,37,5,40,100000,0.0026176793035119768,269.31951904296875
3,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,37,5,41,100000,0.002524964045733213,190.8072509765625
4,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,37,5,42,100000,0.0019293406512588265,186.69525146484372
0,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,32,5,33,100000,0.025548536330461502,40.380516052246094
1,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,32,5,34,100000,0.03563019260764122,50.3087158203125
2,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,32,5,35,100000,0.02823951095342636,61.94324493408203
3,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,32,5,36,100000,0.030808690935373306,69.78500366210939
4,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,32,5,37,100000,0.0281758327037096,45.52715301513672
0,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,22,5,23,2000,1805.49755859375,480.7321166992188
1,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,22,5,24,2800,2014.4735107421875,763.15234375
2,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,22,5,25,3400,1806.9708251953125,434.5994873046875
3,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,22,5,26,6800,2005.124755859375,934.97802734375
4,gd,3.5,1024,1,3584,0.002,0.9,False,10000,0,100,22,5,27,1200,2079.2861328125,579.4335327148438
0,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,32,5,33,100000,0.02944567240774632,68.74483489990234
1,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,32,5,34,100000,0.052804633975028985,104.7017059326172
2,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,32,5,35,100000,0.040531352162361145,104.11258697509766
3,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,32,5,36,100000,0.0293973945081234,81.83763885498047
4,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,32,5,37,100000,0.0365152433514595,87.0379867553711
0,sgd,3.5,1024,1,32,0.002,0.9,False,10000,0,100,27,5,28,100000,20.95419020312173,138.9574842453003
0,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,23,11500,1392.0748291015625,459.05419921875
1,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,24,5300,1377.537353515625,790.599365234375
2,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,25,8100,1404.2451171875,450.0213317871094
3,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,26,10900,1510.4925537109375,577.3271484375
4,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,27,18000,1490.5511474609375,639.4845581054688
5,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,28,10800,1462.5615234375,659.4385375976562
6,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,29,7600,1391.713623046875,354.2855224609375
7,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,30,6000,1431.6055908203125,627.6882934570312
8,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,31,8000,1411.4398193359375,567.4124755859375
9,gd,3.0,1024,1,3072,0.001,0.0,False,8000,0,100,22,10,32,13500,1641.4482421875,432.6085205078125
0,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,27,5,28,51900,0.10861506313085556,4.621793746948242
1,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,27,5,29,49800,0.11307427287101746,2.4319958686828613
2,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,27,5,30,50200,0.10478559881448746,3.102815866470337
3,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,27,5,31,53500,0.10909569263458252,2.9034385681152344
4,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,27,5,32,55000,0.10455455631017684,2.565292358398437
0,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,33,8100,8.385623931884767,740.9006958007812
1,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,34,6800,6.8814849853515625,808.1339721679688
2,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,35,7800,5.313041687011719,825.0166015625
3,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,36,7600,8.971281051635742,800.9757080078125
4,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,37,9800,6.743254661560059,804.0676879882812
5,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,38,6800,8.537696838378906,516.66943359375
6,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,39,6700,7.690469264984131,612.1141357421875
7,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,40,7400,8.878006935119629,762.7310791015625
8,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,41,9600,4.958141803741455,743.376953125
9,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,32,10,42,7800,7.759325504302978,564.2839965820312
0,gd,2.0,1024,5,2048,0.002,0.9,False,10000,0,100,37,5,38,100000,0.00514232413843274,245.76654052734372
1,gd,2.0,1024,5,2048,0.002,0.9,False,10000,0,100,37,5,39,100000,0.005545527674257754,323.1836853027344
2,gd,2.0,1024,5,2048,0.002,0.9,False,10000,0,100,37,5,40,100000,0.0032648849301040173,297.507568359375
3,gd,2.0,1024,5,2048,0.002,0.9,False,10000,0,100,37,5,41,100000,0.005128937307745218,261.9649658203125
4,gd,2.0,1024,5,2048,0.002,0.9,False,10000,0,100,37,5,42,100000,0.003970544785261154,288.3629150390625
0,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,27,5,28,61100,0.009907335974276066,0.0999223068356514
1,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,27,5,29,44700,0.014342048205435274,0.09966666996479034
2,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,27,5,30,51400,0.012065257877111437,0.0998937413096428
3,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,27,5,31,44800,0.015096308663487434,0.09995464235544203
4,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,27,5,32,65100,0.009875819087028505,0.09988375008106233
0,sgd,4.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,38,1100,0.0011568165796234098,0.0022785469773225486
1,sgd,4.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,39,3900,25.48654092103243,82.44595050811769
2,sgd,4.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,40,3900,25.561036810278893,160.43009757995603
0,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,38,3900,12.800008857250216,253.82383823394773
1,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,39,3900,12.937783634662626,183.40766298770905
2,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,40,3900,11.598288297653198,145.64483904838562
3,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,41,3900,12.066582351922989,123.35459685325623
0,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,32,5,33,4200,448.12432861328125,698.286376953125
1,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,32,5,34,5900,442.9888305664063,1033.1279296875
2,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,32,5,35,6300,445.6577758789063,615.8341064453125
3,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,32,5,36,3900,384.54345703125,761.8099975585938
4,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,32,5,37,5500,400.1239929199219,914.0680541992188
0,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,27,5,28,100000,0.015370804816484453,1.2763886451721191
1,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,27,5,29,100000,0.0142423864454031,0.5311124920845032
2,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,27,5,30,100000,0.012787303887307644,0.6799007654190063
3,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,27,5,31,100000,0.015181269496679306,0.6606225371360779
4,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,27,5,32,100000,0.0147293359041214,0.6152665615081787
0,sgd,4.0,1024,1,32,0.01,0.0,False,400,0,100,22,5,23,3900,23.10111678391695,104.46490097045898
1,sgd,4.0,1024,1,32,0.01,0.0,False,400,0,100,22,5,24,3900,24.88722272962332,128.44791501760486
0,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,32,5,33,3900,6.46901137009263,155.21228122711182
1,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,32,5,34,3900,7.893036261200905,129.52794361114502
2,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,32,5,35,3900,7.551298849284649,205.58330059051517
3,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,32,5,36,3900,6.600781459361316,277.71324253082275
4,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,32,5,37,3900,6.8296761736273774,159.82506799697873
0,gd,3.5,1024,1,3584,0.01,0.0,True,10000,0,100,22,5,23,3200,1846.2630615234373,438.5898742675781
1,gd,3.5,1024,1,3584,0.01,0.0,True,10000,0,100,22,5,24,2400,2096.23193359375,541.2374267578125
2,gd,3.5,1024,1,3584,0.01,0.0,True,10000,0,100,22,5,25,3100,1713.7943115234375,384.65460205078125
3,gd,3.5,1024,1,3584,0.01,0.0,True,10000,0,100,22,5,26,4700,2114.9130859375,569.7706909179688
4,gd,3.5,1024,1,3584,0.01,0.0,True,10000,0,100,22,5,27,2500,2175.581298828125,476.3479309082031
0,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,37,5,38,100000,0.03718484565615654,64.93309020996094
1,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,37,5,39,100000,0.042874433100223534,73.83470153808594
2,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,37,5,40,100000,0.02467541396617889,57.31942749023438
3,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,37,5,41,100000,0.025220589712262157,54.40161895751953
4,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,37,5,42,100000,0.03194814175367355,77.07096862792969
0,sgd,2.0,1024,1,32,0.002,0.9,False,10000,0,100,32,5,33,100000,6.436977457255125,154.71055030822754
1,sgd,2.0,1024,1,32,0.002,0.9,False,10000,0,100,32,5,34,100000,8.021272383630278,130.39106559753418
0,gd,2.5,1024,2,2560,0.002,0.9,True,2000,0,100,22,5,23,20000,0.036119993776082986,0.5725281834602356
1,gd,2.5,1024,2,2560,0.002,0.9,True,2000,0,100,22,5,24,20000,101.4369888305664,498.6411437988281
2,gd,2.5,1024,2,2560,0.002,0.9,True,2000,0,100,22,5,25,20000,89.13233947753906,375.77862548828125
3,gd,2.5,1024,2,2560,0.002,0.9,True,2000,0,100,22,5,26,20000,0.024535102769732475,0.2941513657569885
4,gd,2.5,1024,2,2560,0.002,0.9,True,2000,0,100,22,5,27,20000,103.73567962646484,815.1522827148438
0,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,23,7500,4.867496967315674,505.2560729980469
1,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,24,7800,6.488025188446045,530.572265625
2,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,25,7500,6.313060760498048,752.0933837890625
3,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,26,7900,6.05156946182251,561.008544921875
4,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,27,7800,7.7100257873535165,755.8641357421875
5,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,28,9000,6.740401268005371,429.1136474609375
6,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,29,8100,6.84836483001709,835.71435546875
7,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,30,7200,6.74937915802002,695.1585083007812
8,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,31,8300,5.707672119140625,490.76446533203125
9,gd,1.0,1024,1,1024,0.001,0.0,False,8000,0,100,22,10,32,9600,7.4195499420166025,767.3429565429688
0,sgd,3.5,1024,1,32,0.002,0.9,False,10000,0,100,22,5,23,400,0.00017973278454519462,0.0014286743535194546
1,sgd,3.5,1024,1,32,0.002,0.9,False,10000,0,100,22,5,24,100000,21.111461162567142,127.64221215248108
0,sgd,3.5,1024,1,32,0.01,0.0,False,400,0,100,37,5,38,3900,18.36268596138273,177.95110321044922
1,sgd,3.5,1024,1,32,0.01,0.0,False,400,0,100,37,5,39,3900,19.999079938445767,81.91283273696901
0,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,37,5,38,100000,0.024206800386309624,36.32244873046875
1,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,37,5,39,100000,0.020601604133844376,34.800086975097656
2,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,37,5,40,100000,0.02176498994231224,24.69718933105469
3,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,37,5,41,100000,0.013747220858931541,28.71529197692871
4,gd,2.5,1024,5,2560,0.002,0.9,False,10000,0,100,37,5,42,100000,0.025103263556957245,50.14570617675781
0,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,22,5,23,5100,339.2366638183594,881.7578125
1,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,22,5,24,5200,359.0205383300781,948.463623046875
2,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,22,5,25,9700,370.1372985839844,968.494140625
3,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,22,5,26,7300,368.9647521972656,1993.6055908203125
4,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,22,5,27,2900,327.1007995605469,1046.1336669921877
0,gd,2.4,1024,10,2457,0.001,0.0,False,10000,0,100,27,5,28,88600,3.626688480377197,152.57582092285156
1,gd,2.4,1024,10,2457,0.001,0.0,False,10000,0,100,27,5,29,88700,3.70969820022583,148.2625274658203
0,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,37,5,38,5400,1307.74658203125,318.28192138671875
1,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,37,5,39,5700,1404.4617919921875,409.0824279785156
2,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,37,5,40,5000,1321.03271484375,634.9613647460938
3,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,37,5,41,8400,1400.1109619140625,748.0159301757812
4,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,37,5,42,3000,1371.5128173828125,668.6002197265625
0,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,22,5,23,38100,0.06505633890628815,0.4229638278484345
1,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,22,5,24,44300,0.07122714072465898,0.5299955606460571
2,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,22,5,25,35400,0.0814598798751831,0.5661476254463196
3,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,22,5,26,35500,0.07830491662025453,0.5095207691192627
4,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,22,5,27,42200,0.06551609188318253,0.4774829745292664
